Title,URL,Short_Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short_Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES,combined_features
STEM Teaching: Teaching Science Beyond The Boundaries,https://www.futurelearn.com/courses/teaching-science-beyond-the-boundaries,Discover the importance of taking an interdisciplinary approach to science teaching to inspire the next generation of scientists.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,STEM Teaching: Teaching Science Beyond The Boundaries,https://www.futurelearn.com/courses/teaching-science-beyond-the-boundaries,Discover the importance of taking an interdisciplinary approach to science teaching to inspire the next generation of scientists.,4 hours,,,,,,,,,
Uniting for a Sustainable Future: An Introduction to Global Sustainability,https://www.futurelearn.com/courses/united-for-a-sustainable-future-an-introduction,How do we create a sustainable future? Discover the path to global sustainability and how to take sustainable steps in your life.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Uniting for a Sustainable Future: An Introduction to Global Sustainability,https://www.futurelearn.com/courses/united-for-a-sustainable-future-an-introduction,How do we create a sustainable future? Discover the path to global sustainability and how to take sustainable steps in your life.,4 hours,,,,,,,,,
Fundamentals of Economics,https://www.futurelearn.com/courses/fundamentals-of-economics,Develop your knowledge of key economic concepts and learn how to analyse the financial markets and global economic issues.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Fundamentals of Economics,https://www.futurelearn.com/courses/fundamentals-of-economics,Develop your knowledge of key economic concepts and learn how to analyse the financial markets and global economic issues.,2 hours,$84," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
How to Implement Industry 4.0 Technologies,https://www.futurelearn.com/courses/how-to-implement-industry-technologies,Learn how the Industrial Internet of Things and smart manufacturing can capture continuous real-time data and boost productivity.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,How to Implement Industry 4.0 Technologies,https://www.futurelearn.com/courses/how-to-implement-industry-technologies,Learn how the Industrial Internet of Things and smart manufacturing can capture continuous real-time data and boost productivity.,3 hours,,,,,,,,,
Teaching Mathematics: Demystifying Statistics and Probability,https://www.futurelearn.com/courses/teaching-mathematics-demystifying-statistics-and-probability,Further your knowledge of the statistics and probability curriculum and develop techniques to teach complex mathematical concepts.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Teaching Mathematics: Demystifying Statistics and Probability,https://www.futurelearn.com/courses/teaching-mathematics-demystifying-statistics-and-probability,Further your knowledge of the statistics and probability curriculum and develop techniques to teach complex mathematical concepts.,3 hours,,,,,,,,,
Teaching Mathematics: Overcoming Miscommunication,https://www.futurelearn.com/courses/teaching-mathematics-overcoming-miscommunication,Address common misconceptions and improve the mathematical literacy of your secondary school learners. ,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Teaching Mathematics: Overcoming Miscommunication,https://www.futurelearn.com/courses/teaching-mathematics-overcoming-miscommunication,Address common misconceptions and improve the mathematical literacy of your secondary school learners. ,3 hours,,,,,,,,,
An Introduction to Electronic Engineering,https://www.futurelearn.com/courses/an-introduction-to-electronic-engineering,Prepare for further study and a career in the electronics sector by exploring electronic technology in context.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,An Introduction to Electronic Engineering,https://www.futurelearn.com/courses/an-introduction-to-electronic-engineering,Prepare for further study and a career in the electronics sector by exploring electronic technology in context.,3 hours,,,,,,,,,
A Nutritional Approach to Agriculture and Food Security,https://www.futurelearn.com/courses/nutrition-sensitive-agriculture,Develop skills to apply and evaluate innovative solutions that place nutrition at the heart of a sustainable food system. ,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,A Nutritional Approach to Agriculture and Food Security,https://www.futurelearn.com/courses/nutrition-sensitive-agriculture,Develop skills to apply and evaluate innovative solutions that place nutrition at the heart of a sustainable food system. ,4 hours,,,,,,,,,
Causes of Human Disease: Exploring Cancer and Genetic Disease,https://www.futurelearn.com/courses/human-disease-exploring-cancer-genetic-disease,Explore how the unravelling of genetic code has led to a deeper understanding of genetic diseases and cancer.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Causes of Human Disease: Exploring Cancer and Genetic Disease,https://www.futurelearn.com/courses/human-disease-exploring-cancer-genetic-disease,Explore how the unravelling of genetic code has led to a deeper understanding of genetic diseases and cancer.,4 hours,,,,,,,,,
Climate Change and Resilience in Food Systems,https://www.futurelearn.com/courses/climate-change-and-resilience-in-food-systems,Learn new research-led strategies designed to mitigate the effects of climate change on agriculture and food systems.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Climate Change and Resilience in Food Systems,https://www.futurelearn.com/courses/climate-change-and-resilience-in-food-systems,Learn new research-led strategies designed to mitigate the effects of climate change on agriculture and food systems.,3 hours,,,,,,,,,
Discovering Science: Atmospheric Chemistry,https://www.futurelearn.com/courses/discovering-science-atmospheric-chemistry,"What can we learn about Earth, and other planets in and beyond our solar system, by studying their atmospheres?",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Discovering Science: Atmospheric Chemistry,https://www.futurelearn.com/courses/discovering-science-atmospheric-chemistry,"What can we learn about Earth, and other planets in and beyond our solar system, by studying their atmospheres?",5 hours,,,,,,,,,
Discovering Science: Chemical Products,https://www.futurelearn.com/courses/discovering-science-chemical-products,"With chemistry providing us an endless amount of possibilities, what would you choose to develop?",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Discovering Science: Chemical Products,https://www.futurelearn.com/courses/discovering-science-chemical-products,"With chemistry providing us an endless amount of possibilities, what would you choose to develop?",5 hours,,,,,,,,,
Discovering Science: Global Challenges,https://www.futurelearn.com/courses/discovering-science-global-challenges,"Can chemistry help to feed a growing population, or overcome increasing bacterial resistance?",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Discovering Science: Global Challenges,https://www.futurelearn.com/courses/discovering-science-global-challenges,"Can chemistry help to feed a growing population, or overcome increasing bacterial resistance?",5 hours,,,,,,,,,
Discovering Science: Medicinal Chemistry,https://www.futurelearn.com/courses/discovering-science-medicinal-chemistry,What role does chemistry play in healthcare and our ability to diagnose and treat patients?,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Discovering Science: Medicinal Chemistry,https://www.futurelearn.com/courses/discovering-science-medicinal-chemistry,What role does chemistry play in healthcare and our ability to diagnose and treat patients?,5 hours,,,,,,,,,
Discovering Science: Science Writing,https://www.futurelearn.com/courses/discovering-science-science-writing,What science discoveries will you choose to write about?,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Discovering Science: Science Writing,https://www.futurelearn.com/courses/discovering-science-science-writing,What science discoveries will you choose to write about?,5 hours,,,,,,,,,
Exploring Anatomy: the Human Abdomen,https://www.futurelearn.com/courses/anatomy,Explore the anatomy of the human abdomen and understand its clinical importance.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Exploring Anatomy: the Human Abdomen,https://www.futurelearn.com/courses/anatomy,Explore the anatomy of the human abdomen and understand its clinical importance.,4 hours,,,,,,,,,
MedTech: Exploring the Human Genome,https://www.futurelearn.com/courses/medtech-exploring-the-human-genome,Discover how advances in the field of genomics are transforming healthcare with this online genomics course. ,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,MedTech: Exploring the Human Genome,https://www.futurelearn.com/courses/medtech-exploring-the-human-genome,Discover how advances in the field of genomics are transforming healthcare with this online genomics course. ,5 hours,,,,,,,,,
Renewable Energy: Achieving Sustainability through Bioenergy,https://www.futurelearn.com/courses/renewable-energy-achieving-sustainability-through-bioenergy,Understand the principles of bioenergy and learn how to harness this form of renewable energy to achieve sustainability.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Renewable Energy: Achieving Sustainability through Bioenergy,https://www.futurelearn.com/courses/renewable-energy-achieving-sustainability-through-bioenergy,Understand the principles of bioenergy and learn how to harness this form of renewable energy to achieve sustainability.,4 hours,,,,,,,,,
Preparing for Further Study in Mathematics,https://www.futurelearn.com/courses/preparing-for-further-study-in-mathematics,"Take a deep dive into the rich subject of mathematics and discover theories, concepts, and problems at an undergraduate level.",,,,,,,,,,6 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Preparing for Further Study in Mathematics,https://www.futurelearn.com/courses/preparing-for-further-study-in-mathematics,"Take a deep dive into the rich subject of mathematics and discover theories, concepts, and problems at an undergraduate level.",3 hours,,,,,,,,,
The Basis of Life: Understanding Human Cells,https://www.futurelearn.com/courses/introduction-to-human-cells-the-basis-of-life,"Discover the building blocks of life and investigate the structures and functions of plant, human, and animal cells.",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,The Basis of Life: Understanding Human Cells,https://www.futurelearn.com/courses/introduction-to-human-cells-the-basis-of-life,"Discover the building blocks of life and investigate the structures and functions of plant, human, and animal cells.",2 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
Finding the Body’s Balance: Understanding Homeostasis,https://www.futurelearn.com/courses/finding-the-body-s-balance-understanding-homeostasis,Explore the role of homeostasis in maintaining life and investigate the factors that impact the body’s ability to sustain balance.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Finding the Body’s Balance: Understanding Homeostasis,https://www.futurelearn.com/courses/finding-the-body-s-balance-understanding-homeostasis,Explore the role of homeostasis in maintaining life and investigate the factors that impact the body’s ability to sustain balance.,3 hours,$14, This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Learn best practices from experts Learn from the experience of other health professionals Fit learning around your schedule with unlimited access Get evidence of learning outcomes and C P D hours Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime,,,,,,,
Building Design: Material Selection for Healthier Communities,https://www.futurelearn.com/courses/designing-with-healthy-materials,Delve into healthier materials design and unpack the challenges and opportunities in selecting materials for healthier building.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Building Design: Material Selection for Healthier Communities,https://www.futurelearn.com/courses/designing-with-healthy-materials,Delve into healthier materials design and unpack the challenges and opportunities in selecting materials for healthier building.,3 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,,
Building Products and Chemistry,https://www.futurelearn.com/courses/building-products-and-chemistry,Delve into the chemical industry to understand how regulations impact strategies for healthier building materials.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Building Products and Chemistry,https://www.futurelearn.com/courses/building-products-and-chemistry,Delve into the chemical industry to understand how regulations impact strategies for healthier building materials.,3 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,,
Engaging in Activism for Social Change in Tech,https://www.futurelearn.com/courses/technology-power-and-online-activism,Discover how technology reinforces inequalities and how you can use online activism to drive positive social change.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Engaging in Activism for Social Change in Tech,https://www.futurelearn.com/courses/technology-power-and-online-activism,Discover how technology reinforces inequalities and how you can use online activism to drive positive social change.,4 hours,,,,,,,,,
Healthier Building Materials and Human Health,https://www.futurelearn.com/courses/healthy-materials-and-human-health,"Delve into the chemicals used in building materials, their impacts on human health, and what makes a healthier material.",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Healthier Building Materials and Human Health,https://www.futurelearn.com/courses/healthy-materials-and-human-health,"Delve into the chemicals used in building materials, their impacts on human health, and what makes a healthier material.",3 hours," After your free trial you can: Pay $39 per month to keep learning online Have complete control over your subscription; you can cancel any time Work at your own pace and set your own deadlines at every stage Only pay while you’re learning; the subscription will cancel automatically when you finish Complete online assessments to test your knowledge and prove your skills Earn digital course certificates and a final award that you can share online, with potential employers, and your professional network Keep access to the content of courses you complete even after your subscription ends",,,,,,,,
Making sense of genomic data: COVID-19 web-based bioinformatics,https://www.futurelearn.com/courses/making-sense-of-genomic-data-covid-19-web-based-bioinformatics,"2,613 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Making sense of genomic data: COVID-19 web-based bioinformatics,https://www.futurelearn.com/courses/making-sense-of-genomic-data-covid-19-web-based-bioinformatics,"2,613 enrolled on this course",5 hours," Wellcome Connecting Science are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions,https://www.futurelearn.com/courses/introduction-to-environmental-science,"Delve into the complex and challenging environmental issues that we face today, and how we can manage or even solve them.",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions,https://www.futurelearn.com/courses/introduction-to-environmental-science,"Delve into the complex and challenging environmental issues that we face today, and how we can manage or even solve them.",4 hours,,,,,,,,,
Data Science Projects and Applications,https://www.futurelearn.com/courses/data-science-projects-and-applications,"Investigate the concepts and theories of applied data science needed to store, manipulate, and visualise huge amounts of data.",,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Data Science Projects and Applications,https://www.futurelearn.com/courses/data-science-projects-and-applications,"Investigate the concepts and theories of applied data science needed to store, manipulate, and visualise huge amounts of data.",2 hours,$84," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
A Survey of Substance Use Disorder,https://www.futurelearn.com/courses/a-survey-of-substance-use-disorder-sc,Learn evidence-based treatment techniques to help improve addiction medicine and the quality of care for patients.,,,,,,,,,,2 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,A Survey of Substance Use Disorder,https://www.futurelearn.com/courses/a-survey-of-substance-use-disorder-sc,Learn evidence-based treatment techniques to help improve addiction medicine and the quality of care for patients.,4 hours,,,,,,,,,
An Introduction to Sustainability in the Built Environment,https://www.futurelearn.com/courses/an-introduction-to-sustainability-in-the-built-environment,Discover the importance of the built environment in fighting the climate crisis and the role you can play in influencing change.,,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,An Introduction to Sustainability in the Built Environment,https://www.futurelearn.com/courses/an-introduction-to-sustainability-in-the-built-environment,Discover the importance of the built environment in fighting the climate crisis and the role you can play in influencing change.,4 hours,,,,,,,,,
The Power of Genomics to Understand the COVID-19 Pandemic,https://www.futurelearn.com/courses/genomics-covid-19,"4,401 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,The Power of Genomics to Understand the COVID-19 Pandemic,https://www.futurelearn.com/courses/genomics-covid-19,"4,401 enrolled on this course",5 hours," Wellcome Connecting Science are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
Introduction to Generating Functions for A-Level Maths Students,https://www.futurelearn.com/courses/introduction-to-generating-functions-for-a-level-mathematics-students,Learn the fundamentals of generating functions and experience studying maths at a university level.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Introduction to Generating Functions for A-Level Maths Students,https://www.futurelearn.com/courses/introduction-to-generating-functions-for-a-level-mathematics-students,Learn the fundamentals of generating functions and experience studying maths at a university level.,3 hours,,,,,,,,,
Introduction to Maintenance Engineering,https://www.futurelearn.com/courses/introduction-to-maintenance-engineering,"Balance reliability, management, and company performance as a maintenance engineer.",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Introduction to Maintenance Engineering,https://www.futurelearn.com/courses/introduction-to-maintenance-engineering,"Balance reliability, management, and company performance as a maintenance engineer.",10 hours,,,,,,,,,
"Introduction to VR Programming, Design, and Unity",https://www.futurelearn.com/courses/introduction-into-vr-programming-design-and-unity,"1,844 enrolled on this course",,,,,,,,,,10 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,"Introduction to VR Programming, Design, and Unity",https://www.futurelearn.com/courses/introduction-into-vr-programming-design-and-unity,"1,844 enrolled on this course",2 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
Sustainability: Energy Transition,https://www.futurelearn.com/courses/sustainability-energy-transition,"1,376 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Sustainability: Energy Transition,https://www.futurelearn.com/courses/sustainability-energy-transition,"1,376 enrolled on this course",4 hours,$14," This is a premium course. These courses are designed for professionals from specific industries looking to learn with a smaller group of like-minded individuals. Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning Certificate of Achievement to prove your success when you're eligible Download and print your Certificate of Achievement anytime",,,,,,,
"E-Waste and Battery Recycling: Technology, Design, and Challenges",https://www.futurelearn.com/courses/ewaste-and-battery-recycling-technology-design-challenges,"Learn all you need to know about sustainable recycling of e-waste and batteries, from dismantling devices to evaluating economics.",,,,,,,,,,4 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,"E-Waste and Battery Recycling: Technology, Design, and Challenges",https://www.futurelearn.com/courses/ewaste-and-battery-recycling-technology-design-challenges,"Learn all you need to know about sustainable recycling of e-waste and batteries, from dismantling devices to evaluating economics.",5 hours,,,,,,,,,
Getting Started with Teaching Data Science in Schools,https://www.futurelearn.com/courses/teaching-data-science,Learn the basics of data science and how to introduce data science in the classroom.,,,,,,,,,,3 weeks,Future Learn,,259 Courses,,,,,,,,,,,,,,Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / Biology & Biotechnology / Chemistry / Data Science / Earth Science / Economics / Engineering / Maths / Physics / Statistics / ,10 ExpertTracks,,Getting Started with Teaching Data Science in Schools,https://www.futurelearn.com/courses/teaching-data-science,Learn the basics of data science and how to introduce data science in the classroom.,3 hours,,,,,,,,,
